id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code?,Does this asset have wired internet connection?,How much speed can you get through the broadband?,How do you maintain records for operations for this asset?,What are the areas the asset gets support from government agencies (not for customers)?,Do you get any support from NGO(s) for this asset?,From what Organization(s) did you get support?,Where do you procure inputs required for that asset?,What are other sources are used to get needed inputs?,How does this asset advertise about the services available?,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Select the category applicable,Please specify,In which year was the site established?,What is the entry fee charge?,Who among the following are available at the site?,What is the footfall in a week?,How do you document the visitors coming to your site?,On which months do you receive the maximum number of customers?,Which of the following does the compound have?,What are the provisions available for the differently-abled?,Can entry tickets be booked online?,How is the place advertised to prospective visitors?,Are you asking your visitors how they got to know about you?,Which of the following means of advertisement bring you the maximum customers?,Is the site listed in the tourism department’s website?,What are the celebration/ fests/ exhibitions/ other events that take place in the site?,How often is technical maintenance work done in the spot?,Describe the involvement of the local community in the running and management of the structure?,Are entities working for the conservation of the site?,What is the name of the entity?,What makes this site special and unique compared to similar sites?
3942,2019-05-08 12:24:23,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Bamin,27.56972,93.82985,Approved,https://smartvillage.imagetrekk.com/storage/images/CIocI6NiuhnJRFk3BKZTjBPaWfghmthdDrv0vPP2.jpeg?asset_id=3942,Hano Lapang,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung n myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
3976,2019-05-09 08:26:30,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55732,93.848,Approved,https://smartvillage.imagetrekk.com/storage/images/WRMBuf0o1hl5NtCxXAVQYjfqj5mIg3hYy4m0F3lX.jpeg?asset_id=3976,alter,1,Footway,3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Others,govt tape water,No,,,,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,non,"[""Others""]",No,,Cultural sites,,0,0,"[""Tour guides"",""Photographers on site ""]",0,No documentation,"[""March"",""January""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers"",""Others""]",No,Word of mouth from former customers,No,myoko and murung festival,Yearly,Very High Involvement,Yes,bullo and mudang title,every one has different ritual and different signficant
3979,2019-05-09 08:27:00,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55722,93.84793,Approved,https://smartvillage.imagetrekk.com/storage/images/soArHGOSCfd2RfIl1PaM96xSAtUnoJDpfayZOB9x.jpeg?asset_id=3979,Bullo villages public platforms,5,Pakka Road,3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",23:55 to 23:55,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Others""]",No,,Others,community,"[""Others""]",No,,Others,community platforms,0,0,"[""None of the above""]",1,Others,"[""January"",""April"",""August"",""December""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,community meeting,Others,High involvement,No,,different title different things
3986,2019-05-09 08:28:50,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55705,93.84847,Approved,https://smartvillage.imagetrekk.com/storage/images/2g21zz3YCNo259VBlzkihBeVnNnIgya1GHUI7CXV.jpeg?asset_id=3986,narang village public platforms,10,Footway,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Thursday"",""Friday"",""Sunday"",""Saturday"",""Wednesday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above"",""Others""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",1,No documentation,"[""March"",""September"",""October""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,any time,Others,High involvement,No,,different value and different names
3991,2019-05-09 08:30:35,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55838,93.84958,Approved,https://smartvillage.imagetrekk.com/storage/images/tAZDWIhctzpNLMDj8Eswr3OusmSfBOBqinziwvIh.jpeg?asset_id=3991,alter site,10,Footway,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Others,house,No,,,,Others,non,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above"",""Photographers on site ""]",2,No documentation,"[""March""]","[""None of the above""]","[""None of the above""]",No,"[""Others""]",No,Others,No,at time of myoko festival,Others,High involvement,Yes,yugang,yes
4002,2019-05-09 08:34:40,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55801,93.84811,Approved,https://smartvillage.imagetrekk.com/storage/images/lGhQal3Fy8H93j9mDqKi6TVNQAPrkznleomatNrr.jpeg?asset_id=4002,tapi lapang(public platform) at hong,10,Pakka Road,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Support via Schemes""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",1,No documentation,"[""March"",""July"",""December"",""April"",""January""]","[""Parking area"",""None of the above""]","[""None of the above""]",No,"[""Others""]",No,Others,No,this is public platform any time used for the purposes for meeting,Others,Medium involvement,No,,cultural site
4014,2019-05-09 08:37:48,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Bamin,27.56916,93.82808,Approved,https://smartvillage.imagetrekk.com/storage/images/dLHsPZRUEbnY2jTLuN50Y1sJBZcSb4vrh0nGrS3d.jpeg?asset_id=4014,Nami Lapang Tanyang (Bamin),1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
4018,2019-05-09 08:51:56,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Michi,27.56962,93.8267,Approved,https://smartvillage.imagetrekk.com/storage/images/bOYdroYXIKz8Aa0um8EMpLbTrzFzBym4pH5p4lPp.jpeg?asset_id=4018,Traditional Michi Ayoh Lapang,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
4031,2019-05-09 09:14:52,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Bamin,27.56943,93.82861,Approved,https://smartvillage.imagetrekk.com/storage/images/RjH7yuy4Ut7Y3vdT6hP0hdESP0CJl1K3QrOCaRMx.jpeg?asset_id=4031,Traditional Tamo Lapang,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 17:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,3,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
4298,2019-05-10 04:55:00,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58337,93.84046,Approved,https://smartvillage.imagetrekk.com/storage/images/Imc2qRxC1xoIG7q8zsgMJaeCSOnN1zjf2DKSTgPJ.jpeg?asset_id=4298,byara lapang,1,Kacha Road,1,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,bottle water,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,Others,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,"murung,myoko",Yearly,Very High Involvement,Yes,landi clan,ritual worship during murung festival
4332,2019-05-10 06:40:46,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58362,93.84327,Approved,https://smartvillage.imagetrekk.com/storage/images/dMF0pivBBLjHloA4cA6dmdYZtTufyn3OG7UQQnxE.jpeg?asset_id=4332,narang lapang,1,Kacha Road,1.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,feom jumgle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",15,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,"murung,myoko",Yearly,Very High Involvement,Yes,narang clan,ritual worship during murung festival
4474,2019-05-10 11:13:11,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55774,93.84748,Approved,https://smartvillage.imagetrekk.com/storage/images/zMTYY2xGuzfMbWpIEcQ2jQ3rDNU3JYQctEwFeDF0.jpeg?asset_id=4474,Bullo community public platform,5,Pakka Road,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Others""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",4,No documentation,"[""January"",""February"",""March"",""September"",""October"",""November""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above"",""Others""]",No,Others,No,"at times of myoko and morung festival , meeting time",Never,High involvement,No,,different community different platform for own uses
4481,2019-05-10 11:13:15,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55698,93.84777,Approved,https://smartvillage.imagetrekk.com/storage/images/u5X7xijeo2Eck9JccKciP41UQKUc2m2GNo5HFAYY.jpeg?asset_id=4481,mudang lapang (community platform),2,Kacha Road,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Others,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Others""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",2,No documentation,"[""January"",""March"",""April"",""November"",""October""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,"myoko , murung and meeting",Others,High involvement,No,,different community different work
4856,2019-05-12 04:45:46,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58449,93.84429,Approved,https://smartvillage.imagetrekk.com/storage/images/56L2L6le0SqczKjglcMHfWhsg8dypNLoHar5k0Al.jpeg?asset_id=4856,landi pamung,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,landi tadu pamung,1880,0,"[""None of the above""]",0,No documentation,"[""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,myoko,Yearly,High involvement,Yes,landi tadu clan,ritual worship during myoko festival
5026,2019-05-13 08:37:07,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Michi,27.56959,93.82669,Pending,https://smartvillage.imagetrekk.com/storage/images/XPE7jzxxtm3IOkkR3sHMKoHisOvYFIFXBlRDilMc.jpeg?asset_id=5026,ayoh michi babo,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,No,,apatani traditional platform
5032,2019-05-13 09:25:31,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Bamin,27.56939,93.82878,Approved,https://smartvillage.imagetrekk.com/storage/images/vQDv9cLeE0iQIx7PRGykk9VAeVcAv2SFyAhe4Q4J.jpeg?asset_id=5032,Traditional Tamo Yugiyang,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
5033,2019-05-13 09:25:31,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Bamin,27.56943,93.8287,Approved,https://smartvillage.imagetrekk.com/storage/images/762dv9pXbqZ2Or6YijvdA0lR4n4bElTn44AYuzDn.jpeg?asset_id=5033,Traditional Tamo lapang,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
5035,2019-05-13 09:25:42,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Michi,27.5703,93.82765,Approved,https://smartvillage.imagetrekk.com/storage/images/JVlgjdWdlQqjDDhhCuF6tVSzIs5j83Geu0zpD662.jpeg?asset_id=5035,Dulley akang lapang,1,Kacha Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,1998,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
5054,2019-05-13 09:33:40,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Michi,27.57053,93.82831,Approved,https://smartvillage.imagetrekk.com/storage/images/EAmDJM3un49xPm07qggHqzHXHrUTkl4eGaZtS4jw.jpeg?asset_id=5054,michi akang Babo,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
