id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,inputs,infrastructure,irrigation,marketing,operations,products,customers,logistics,overall score
3134,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.12763,92.23825,45.0,0.0,20.0,33.3333,40.0,60.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,0.0,12.5,25.0,100.0,75.0,11.1111,7.6923,33.8396
3135,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.12702,92.23938000000001,45.0,0.0,20.0,33.3333,40.0,60.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,0.0,12.5,25.0,100.0,75.0,22.2222,38.4615,35.5149
3136,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.11415,92.25791,61.6667,0.0,53.3333,33.3333,40.0,60.0,0.0,33.3333,12.5,0.0,0.0,0.0,8.3333,0.0,18.75,25.0,86.6667,75.0,33.3333,30.7692,37.6183
3138,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.343000000000004,93.30031,61.6667,0.0,20.0,33.3333,40.0,60.0,0.0,33.3333,12.5,0.0,0.0,0.0,8.3333,0.0,18.75,25.0,100.0,75.0,11.1111,7.6923,38.3396
3140,Agriculture,Farm land,West Kameng,Shergaon,Rowta,27.165770000000002,92.28758,63.3333,0.0,26.6667,33.3333,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,8.3333,0.0,18.75,25.0,66.6667,75.0,33.3333,7.6923,33.1952
3266,Agriculture,Farm land,West Kameng,Nafra,Lower Dzang,27.37242,92.53643000000001,73.6667,25.0,26.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,25.0,25.0,18.75,12.5,13.3333,35.0,11.1111,38.4615,32.5671
4459,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58918,93.85315,53.3333,0.0,6.6667,22.2222,40.0,0.0,57.6923,50.0,12.5,0.0,0.0,0.0,8.3333,0.0,25.0,12.5,33.3333,100.0,33.3333,7.6923,30.3106
4460,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58938,93.85266999999999,53.3333,0.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,8.3333,0.0,25.0,12.5,33.3333,100.0,33.3333,7.6923,29.4452
4895,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.61887,93.84551,66.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,33.8341
4900,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.633020000000002,93.88741999999999,56.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,31.4341
4901,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.657790000000002,93.84151999999999,56.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,31.4341
4902,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.59233,93.81756999999999,56.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,31.4341
4907,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.59233,93.86346999999999,56.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,37.5,6.6667,50.0,22.2222,7.6923,30.9341
4909,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.63125,93.89141,56.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,37.5,6.6667,75.0,22.2222,7.6923,32.4341
4910,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.608259999999998,93.84551,56.6667,0.0,66.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,37.5,6.6667,30.0,22.2222,7.6923,30.3341
5015,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.56878,93.84671,70.0,0.0,20.0,33.3333,40.0,0.0,57.0513,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,25.0,66.6667,27.5,22.2222,61.5385,39.8104
5020,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.5671,93.84563,55.0,0.0,6.6667,33.3333,40.0,80.0,57.0513,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,25.0,66.6667,30.0,22.2222,53.8462,34.5527
5091,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.590559999999996,93.77566,49.1667,0.0,13.3333,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,31.25,37.5,3.3333,50.0,22.2222,7.6923,28.9007
5093,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.60472,93.86547,49.1667,0.0,13.3333,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,28.0341
5110,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.57275,93.82936,70.0,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,25.0,66.6667,30.0,22.2222,53.8462,33.5636
5149,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.60472,93.82155999999999,56.6667,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,0.6667,50.0,22.2222,7.6923,30.1941
5150,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.608259999999998,93.86547,56.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,32.4341
5157,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.62418,93.79562,49.1667,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,3.3333,50.0,22.2222,7.6923,28.5007
5158,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.63833,93.8954,49.1667,0.0,33.3333,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,3.3333,50.0,22.2222,7.6923,28.5007
5159,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.62418,93.79562,49.1667,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,3.3333,50.0,22.2222,7.6923,28.5007
5163,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.650709999999997,93.87145,49.1667,0.0,33.3333,33.3333,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,37.5,3.3333,50.0,22.2222,7.6923,29.6674
5164,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.60295,93.82155999999999,49.1667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,30.6341
5185,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.597640000000002,93.89341,71.6667,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,31.25,37.5,6.6667,50.0,22.2222,7.6923,35.0341
5299,Agriculture,Farm land,West Siang,Kamba,Kambu,27.888209999999997,93.47143,61.6667,25.0,20.0,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,25.0,25.0,50.0,10.0,75.0,55.5556,15.3846,35.1918
5321,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.57969000000001,93.85725,48.3333,0.0,13.3333,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,12.5,100.0,75.0,11.1111,7.6923,33.8896
5323,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.580740000000002,93.85611,48.3333,25.0,0.0,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,25.0,18.75,12.5,66.6667,75.0,11.1111,7.6923,27.4896
5448,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.5887,93.84541,58.3333,0.0,100.0,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,8.3333,0.0,25.0,12.5,10.0,50.0,33.3333,7.6923,29.5119
5518,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.53114,93.8416,55.0,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,25.0,66.6667,28.15,22.2222,46.1538,29.5449
5519,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.5724,93.83071,55.0,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,25.0,66.6667,29.25,22.2222,46.1538,29.6109
5520,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.573390000000003,93.83083,55.0,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,25.0,66.6667,27.6,22.2222,46.1538,29.5119
5552,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.56637000000001,93.84103,55.0,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,25.0,66.6667,30.0,22.2222,38.4615,32.8482
5553,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.566340000000004,93.84097,55.0,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,25.0,66.6667,30.0,22.2222,46.1538,33.1559
5624,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.56803,93.84593000000001,55.0,25.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,25.0,18.75,25.0,0.0,75.0,22.2222,46.1538,30.8892
5735,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.57109,93.84534000000001,55.0,0.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,25.0,66.6667,37.5,22.2222,53.8462,34.1136
5736,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.569490000000002,93.84584,70.0,25.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,25.0,18.75,25.0,66.6667,30.0,22.2222,53.8462,37.7636
5839,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.5765,93.84676999999999,55.8333,0.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,100.0,75.0,33.3333,7.6923,31.7452
5841,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.577790000000004,93.84813,55.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,66.6667,75.0,33.3333,7.6923,33.2119
5865,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.577579999999998,93.84528,73.3333,0.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,100.0,75.0,33.3333,7.6923,38.9452
5952,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.51786,93.77784,84.1667,25.0,0.0,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,33.3333,50.0,33.3333,30.7692,33.5683
5953,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.518759999999997,93.77779,84.1667,25.0,0.0,11.1111,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,6.6667,75.0,44.4444,46.1538,34.3948
6257,Agriculture,Farm land,Lower Subansiri,Ziro,Michi,27.58927000000001,93.85053,50.8333,0.0,66.6667,22.2222,20.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,12.5,33.3333,100.0,11.1111,7.6923,29.6563
6343,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58533,93.85271,50.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,66.6667,75.0,33.3333,7.6923,29.0119
6345,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.586159999999996,93.85461,50.8333,0.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,12.5,66.6667,75.0,33.3333,7.6923,30.1785
6358,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58568,93.85603,50.8333,0.0,6.6667,33.3333,40.0,80.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,66.6667,75.0,33.3333,7.6923,32.7452
6366,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.583270000000002,93.85791,50.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,100.0,75.0,33.3333,7.6923,30.3452
6368,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58325,93.85536,49.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,33.3333,75.0,33.3333,7.6923,27.3185
6369,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58308,93.85717,50.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,100.0,75.0,33.3333,7.6923,33.3452
6382,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.57947,93.85863,50.8333,0.0,6.6667,11.1111,40.0,80.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,100.0,75.0,33.3333,7.6923,32.7452
6392,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.57866,93.85808,50.8333,0.0,6.6667,11.1111,40.0,80.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,33.3333,35.0,33.3333,7.6923,27.6785
6407,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58016,93.85513,50.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,33.3333,75.0,33.3333,7.6923,27.6785
6629,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.589340000000004,93.85018000000001,58.3333,25.0,100.0,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,25.0,25.0,12.5,33.3333,50.0,11.1111,7.6923,32.5563
6683,Agriculture,Farm land,West Siang,Kamba,Kambu,28.26717,94.6834,58.3333,25.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,25.0,25.0,1.3333,75.0,11.1111,7.6923,28.9263
6878,Agriculture,Farm land,West Kameng,Dirang,Dirang,28.13312,93.58753,73.1667,0.0,13.3333,11.1111,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,5.3333,27.5,0.0,7.6923,25.7352
6879,Agriculture,Farm land,West Kameng,Dirang,Dirang,27.337559999999996,92.27288,73.1667,0.0,13.3333,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,31.25,12.5,3.3333,27.5,0.0,7.6923,29.1885
6880,Agriculture,Farm land,West Kameng,Dirang,Dirang,27.34115,92.96549,72.6667,0.0,13.3333,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,31.25,12.5,3.3333,27.5,0.0,7.6923,29.0685
6960,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58655,93.85525,48.3333,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,8.3333,0.0,25.0,12.5,66.6667,75.0,33.3333,7.6923,28.2785
7041,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.623279999999998,93.86494,69.1667,0.0,6.6667,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,37.5,6.6667,75.0,44.4444,15.3846,35.0973
7043,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.598940000000002,93.84846,61.6667,0.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,25.0,4.6667,100.0,0.0,7.6923,32.2152
7065,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.55999000000001,93.83747,69.1667,0.0,6.6667,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,25.0,12.5,5.3333,75.0,33.3333,15.3846,34.0996
7066,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.56973,93.81825,44.1667,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,6.6667,100.0,0.0,23.0769,24.7939
7067,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.5746,93.8155,49.1667,0.0,6.6667,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,25.0,5.3333,75.0,22.2222,15.3846,28.1051
7124,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.65734,93.80451,45.0,0.0,33.3333,11.1111,40.0,0.0,0.0,0.0,12.5,16.6667,0.0,0.0,0.0,0.0,18.75,25.0,100.0,100.0,100.0,15.3846,36.9696
7126,Agriculture,Farm land,Lower Subansiri,Ziro,Lempiya,27.62085,93.79078,40.8333,0.0,20.0,33.3333,40.0,0.0,0.0,50.0,12.5,16.6667,0.0,0.0,0.0,0.0,18.75,25.0,33.3333,75.0,33.3333,7.6923,31.2619
7165,Agriculture,Farm land,Lower Subansiri,Ziro,Taring,27.52627,93.83129,70.0,0.0,33.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,13.3333,75.0,88.8889,46.1538,36.0392
7166,Agriculture,Farm land,Lower Subansiri,Ziro,Taring,27.5262,93.8312,75.8333,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,12.5,13.3333,75.0,33.3333,38.4615,37.476
7211,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.52342,93.83570999999999,57.5,0.0,13.3333,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,13.3333,75.0,88.8889,53.8462,38.5802
7212,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.523529999999997,93.83565,57.5,0.0,6.6667,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,6.6667,75.0,88.8889,53.8462,35.1136
